season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,mp,obpm,orb_pct,ows,per,stl_pct,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48
2020,Duncan Robinson,SG,25,MIA,21,21,28.6,3.6,8.4,.426,3.0,7.4,.397,0.6,1.0,.650,.602,1.6,1.8,.868,0.2,2.5,2.8,1.8,0.7,0.3,0.8,3.1,11.7,9.7,1.0,1.2,0.0,9.9,0.4,.886,.216,600,1.2,1.0,1.0,12.3,1.2,7.7,5.6,.636,15.8,0.5,1.4,.111
2020,Andre Roberson,SF,28,OKC,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-22.9,-5.3,0.0,0.0,1.000,.000,3,-17.7,0.0,0.0,-19.8,0.0,0.0,0.0,.000,14.4,0.0,0.0,-0.334
2020,Austin Rivers,SG,27,HOU,12,0,17.6,1.6,5.1,.311,0.8,2.9,.257,0.8,2.2,.385,.385,0.8,1.1,.769,0.2,2.3,2.5,1.3,0.6,0.1,0.7,1.8,4.8,11.1,0.5,-4.8,0.1,15.6,0.3,.574,.213,211,-4.9,1.0,-0.3,5.4,1.6,10.7,7.9,.427,15.9,-0.1,0.0,-0.001
2020,Josh Richardson,SG,26,PHI,4,4,36.0,5.0,14.0,.357,2.5,7.0,.357,2.5,7.0,.357,.446,4.3,4.5,.944,1.0,2.8,3.8,3.3,0.5,0.5,2.0,3.0,16.8,16.3,1.3,-0.1,-0.7,8.4,0.0,.500,.321,144,0.5,2.9,0.1,11.8,0.7,11.1,5.6,.524,21.8,0.1,0.1,.027
2020,Josh Reaves,SF,22,DAL,2,0,4.5,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,1.0,1.0,1.000,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,2.0,14.8,9.8,-3.9,-0.8,24.6,0.0,.333,.667,9,-3.1,0.0,0.0,12.6,0.0,20.5,12.1,.515,23.3,0.0,0.0,-0.038
2020,Norman Powell,SG,26,TOR,11,0,24.8,4.6,9.5,.490,2.0,4.7,.423,2.6,4.7,.558,.596,2.1,2.6,.793,0.4,2.0,2.4,1.0,0.5,0.3,1.0,2.6,13.4,6.6,1.2,1.5,0.5,8.9,0.4,.500,.279,273,1.0,1.5,0.4,14.5,1.1,8.6,5.1,.629,20.6,0.2,0.8,.136
2020,Kristaps Porziņģis,C,24,DAL,3,3,31.3,7.0,13.3,.525,3.0,5.7,.529,4.0,7.7,.522,.638,6.7,7.7,.870,1.0,7.7,8.7,0.7,0.0,1.0,1.0,3.0,23.7,3.3,2.8,5.7,-0.6,27.1,0.0,.425,.575,94,6.2,3.4,0.4,26.0,0.0,5.6,15.1,.708,24.3,0.2,0.4,.205
2020,Michael Porter Jr.,SF,21,DEN,19,3,23.7,4.1,8.6,.476,1.8,4.7,.382,2.3,3.9,.587,.579,1.4,1.8,.743,1.1,5.6,6.7,0.8,0.7,0.3,1.3,2.3,11.4,5.6,1.3,1.0,-0.8,27.8,0.4,.543,.213,451,1.8,5.6,0.5,16.0,1.5,12.2,16.8,.602,20.7,0.3,0.9,.092
2020,Vincent Poirier,C,26,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63.3,0.0,50.4,33.0,0.0,0.0,,,2,17.4,0.0,0.0,44.6,24.9,,0.0,,0.0,0.0,0.0,.564
2020,Mason Plumlee,C,29,DEN,19,0,10.8,1.0,2.1,.487,0.0,0.1,.000,1.0,2.0,.500,.487,0.4,0.6,.667,1.6,1.6,3.2,1.3,0.2,0.4,0.6,2.1,2.4,17.0,3.8,-1.2,0.2,17.2,0.1,.026,.308,206,-1.3,18.0,0.4,14.1,1.0,19.9,17.6,.519,12.2,0.0,0.5,.117
2020,Norvel Pelle,C,26,PHI,1,0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.4,6.0,6.6,0.0,0.0,,,7,-0.6,0.0,0.0,14.3,7.2,,0.0,,0.0,0.0,0.0,.111
2020,Daniel Theis,C,27,BOS,17,17,28.4,3.6,6.9,.521,0.2,1.5,.154,3.4,5.4,.626,.538,1.5,1.9,.788,1.9,5.2,7.1,1.5,0.4,1.2,0.9,3.9,8.9,7.8,4.3,0.5,1.5,19.9,0.8,.222,.282,482,-1.0,7.8,0.7,13.4,0.6,10.2,14.1,.578,13.6,0.3,1.5,.148
2020,Lance Thomas,PF,31,BRK,3,0,5.7,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.7,1.3,.500,0.3,0.7,1.0,0.0,0.0,0.3,0.0,0.7,1.3,0.0,5.6,-11.8,-3.7,12.8,0.0,.400,.800,17,-8.1,5.5,0.0,1.5,0.0,0.0,8.9,.296,16.4,0.0,-0.1,-0.146
2020,Matt Thomas,SG,25,TOR,10,0,8.4,1.3,2.1,.619,0.5,1.2,.417,0.8,0.9,.889,.738,0.0,0.0,,0.1,1.3,1.4,0.7,0.1,0.1,0.1,0.6,3.1,12.9,1.3,2.9,1.3,17.1,0.1,.571,.000,84,1.7,1.3,0.2,15.6,0.6,4.5,9.0,.738,11.5,0.1,0.3,.196
2020,Matisse Thybulle,SG,22,PHI,4,1,18.8,0.8,1.8,.429,0.3,1.0,.250,0.5,0.8,.667,.500,0.0,0.0,,0.3,1.5,1.8,0.5,0.8,0.3,0.5,1.5,1.8,4.1,1.2,-3.1,1.5,8.8,0.0,.571,.000,75,-4.5,1.4,0.0,4.1,2.0,22.2,5.0,.500,5.2,0.0,0.0,-0.006
2020,Derrick Jones Jr.,SF,22,MIA,15,0,6.5,0.5,1.1,.471,0.3,0.6,.444,0.3,0.5,.500,.588,0.1,0.3,.400,0.4,0.4,0.8,0.5,0.4,0.3,0.1,0.8,1.5,10.4,5.1,3.1,3.2,6.9,0.1,.529,.294,97,-0.1,7.4,0.1,13.4,3.1,9.4,7.1,.573,9.9,0.1,0.3,.135
2020,Delon Wright,PG,27,DAL,4,0,13.3,1.5,2.5,.600,0.3,0.5,.500,1.3,2.0,.625,.650,0.8,1.3,.600,0.3,0.5,0.8,1.8,1.3,0.0,1.3,0.5,4.0,17.6,0.0,0.6,0.9,4.2,0.0,.200,.500,53,-0.3,2.0,0.0,13.6,4.4,29.1,3.1,.656,14.0,0.0,0.0,.030
2020,Nigel Williams-Goss,PG,25,UTA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.1,0.0,5.8,1.0,0.0,0.0,,,2,4.8,0.0,0.0,17.9,0.0,,0.0,,0.0,0.0,0.0,.233
2020,Robert Williams,C,22,BOS,13,0,11.5,1.8,2.4,.742,0.0,0.1,.000,1.8,2.3,.767,.742,0.2,0.5,.333,1.7,2.2,3.9,0.8,0.2,0.5,0.5,1.4,3.7,10.6,4.0,3.3,1.6,21.0,0.3,.032,.194,149,1.7,17.3,0.4,19.8,1.0,17.2,19.2,.713,12.2,0.2,0.7,.221
2020,Marvin Williams,PF,33,MIL,10,0,17.9,2.1,4.7,.447,1.0,2.3,.435,1.1,2.4,.458,.553,0.3,0.3,1.000,1.3,3.5,4.8,0.9,0.5,0.3,0.3,1.4,5.5,7.1,1.8,2.9,2.0,21.3,0.3,.489,.064,179,0.8,7.7,0.3,13.7,1.3,5.8,14.4,.569,12.3,0.2,0.5,.139
2020,Lou Williams,PG,33,LAC,13,0,26.2,4.8,11.2,.425,0.9,3.9,.235,3.8,7.3,.526,.466,2.3,2.8,.811,0.5,2.6,3.2,4.2,0.8,0.2,1.6,1.4,12.8,24.3,0.6,0.2,-0.5,11.3,0.3,.349,.253,341,0.7,2.3,0.2,15.1,1.4,11.5,6.7,.511,23.5,0.2,0.5,.072
2020,Grant Williams,PF,21,BOS,17,0,10.0,0.9,1.5,.577,0.6,1.0,.588,0.3,0.5,.556,.769,0.4,0.6,.700,0.4,1.1,1.5,0.4,0.1,0.3,0.2,1.9,2.8,5.0,2.9,2.1,2.7,12.1,0.2,.654,.385,170,-0.6,4.8,0.4,10.6,0.6,11.6,8.6,.773,9.0,0.2,0.6,.165
2020,Hassan Whiteside,C,30,POR,5,3,21.2,2.6,4.8,.542,0.2,0.2,1.000,2.4,4.6,.522,.563,1.4,2.8,.500,1.4,5.6,7.0,0.4,0.2,2.0,1.2,3.4,6.8,2.9,8.5,-1.1,0.8,27.9,0.1,.042,.583,106,-1.9,6.9,0.0,12.9,0.4,16.6,17.4,.564,14.2,0.0,0.1,.066
2020,Russell Westbrook,PG,31,HOU,8,8,32.8,7.4,17.5,.421,1.0,4.1,.242,6.4,13.4,.477,.450,2.1,4.0,.531,1.4,5.6,7.0,4.6,1.5,0.3,3.8,2.9,17.9,25.8,0.8,-3.2,-1.2,20.2,0.4,.236,.229,262,-1.9,4.5,-0.7,12.1,2.2,16.3,11.9,.464,31.5,-0.1,-0.2,-0.043
2020,Paul Watson,SF,25,TOR,2,0,4.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,16.1,0.0,0.5,1.7,0.0,0.0,.000,.000,9,-1.2,0.0,0.0,13.9,5.4,0.0,0.0,.500,9.8,0.0,0.0,.151
2020,Tremont Waters,PG,22,BOS,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,63.3,0.0,-8.3,0.4,54.0,0.0,1.000,.000,2,-8.7,0.0,0.0,0.6,0.0,0.0,28.1,.000,22.3,0.0,0.0,-0.222
2020,T.J. Warren,SF,26,IND,4,4,39.0,8.0,17.0,.471,1.8,4.8,.368,6.3,12.3,.510,.522,2.3,2.3,1.000,1.3,5.0,6.3,3.0,2.3,0.3,2.8,4.0,20.0,13.9,0.6,-0.4,0.0,15.4,0.1,.279,.132,156,-0.4,3.7,0.0,15.1,2.9,13.3,9.4,.556,24.4,0.1,0.1,.025
2020,Brad Wanamaker,PG,30,BOS,17,0,16.1,1.7,3.5,.483,0.7,1.6,.444,1.0,1.9,.515,.583,0.8,0.9,.875,0.1,1.9,2.0,1.8,0.7,0.2,1.1,1.9,4.9,16.1,1.5,1.2,2.9,12.7,0.5,.450,.267,273,-1.7,0.9,0.2,11.1,2.2,21.2,7.0,.626,13.9,0.2,0.6,.111
2020,Kemba Walker,PG,29,BOS,17,17,36.9,6.6,15.1,.441,2.3,7.4,.310,4.4,7.6,.569,.518,4.1,4.8,.852,0.4,3.7,4.1,5.1,0.9,0.4,1.9,2.5,19.6,22.5,1.1,3.0,0.4,10.8,0.8,.492,.316,628,2.6,1.1,1.1,16.9,1.2,9.9,6.2,.573,23.0,0.8,1.9,.148
2020,Dion Waiters,SG,28,LAL,5,0,7.6,0.8,2.4,.333,0.0,0.8,.000,0.8,1.6,.500,.333,0.4,0.4,1.000,0.0,0.4,0.4,0.4,0.2,0.2,0.2,0.4,2.0,7.0,2.6,-7.3,-1.0,6.2,0.0,.333,.167,38,-6.4,0.0,-0.1,4.4,1.3,7.2,3.1,.388,15.9,-0.1,0.0,-0.022
2020,Nikola Vučević,C,29,ORL,5,5,37.0,11.2,22.2,.505,3.6,8.8,.409,7.6,13.4,.567,.586,2.0,2.2,.909,1.8,9.2,11.0,4.0,0.8,0.6,2.6,2.6,28.0,22.9,1.7,7.3,1.1,26.9,0.2,.396,.099,185,6.2,4.8,0.3,22.9,1.0,10.1,15.3,.604,29.7,0.4,0.5,.126
2020,Noah Vonleh,C,24,DEN,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,-8.8,0.0,0.0,.000,.000,3,-12.2,0.0,0.0,-15.1,0.0,0.0,0.0,.000,15.2,0.0,0.0,-0.386
2020,Gabe Vincent,PG,23,MIA,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-4.0,0.7,,0.0,,,0,-4.7,,0.0,,,,,,,0.0,0.0,
2020,Fred VanVleet,SG,25,TOR,11,11,39.1,6.9,17.3,.400,3.9,10.0,.391,3.0,7.3,.413,.513,1.9,2.3,.840,0.5,3.9,4.4,6.9,1.6,0.6,2.0,2.5,19.6,28.4,1.7,4.7,1.9,11.0,0.8,.579,.132,430,2.9,1.2,0.4,16.4,2.0,9.9,6.0,.537,22.9,0.7,1.2,.134
2020,Myles Turner,C,23,IND,4,4,36.5,6.3,11.0,.568,1.5,3.5,.429,4.8,7.5,.633,.636,1.8,4.0,.438,2.8,8.0,10.8,0.8,0.5,4.0,2.3,3.3,15.8,3.5,11.1,1.8,1.4,26.3,0.2,.318,.364,146,0.4,8.6,0.1,18.6,0.7,15.0,17.2,.617,18.9,0.1,0.3,.084
2020,Rayjon Tucker,SG,22,UTA,2,0,5.5,1.0,2.5,.400,0.5,1.5,.333,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5,0.0,0.0,-13.2,-5.1,0.0,0.0,.600,.000,11,-8.1,0.0,0.0,1.6,0.0,16.7,0.0,.500,25.5,0.0,0.0,-0.181
2020,P.J. Tucker,PF,34,HOU,12,12,34.5,2.9,7.3,.398,2.1,5.6,.373,0.8,1.8,.476,.540,0.0,0.0,,1.9,5.3,7.2,1.5,1.1,0.3,1.0,3.9,7.9,6.3,0.7,-1.2,0.7,17.9,0.6,.761,.000,414,-1.8,5.9,0.2,8.6,1.5,12.0,11.6,.540,10.8,0.1,0.7,.086
2020,Gary Trent Jr.,SF,21,POR,5,1,30.6,3.2,9.0,.356,2.0,4.8,.417,1.2,4.2,.286,.467,1.2,1.4,.857,1.0,1.0,2.0,0.6,0.8,0.0,1.0,3.2,9.6,2.9,0.0,-4.2,-2.1,3.5,0.0,.533,.156,153,-2.1,3.4,0.0,5.8,1.2,9.4,3.4,.499,14.5,-0.1,0.0,-0.007
2020,Chris Paul,PG,34,OKC,7,7,37.3,7.9,16.0,.491,2.3,6.1,.372,5.6,9.9,.565,.563,3.3,3.7,.885,0.4,7.0,7.4,5.3,1.6,0.4,3.3,2.6,21.3,26.1,1.4,4.1,2.2,18.9,0.4,.384,.232,261,1.9,1.2,0.4,19.3,2.0,15.7,10.4,.604,24.2,0.4,0.8,.141
2020,Ivica Zubac,C,22,LAC,13,13,24.6,3.4,6.0,.564,0.0,0.0,,3.4,6.0,.564,.564,2.3,2.8,.811,2.4,4.8,7.2,0.6,0.2,0.8,0.9,2.6,9.1,3.5,3.0,-0.5,-0.5,21.9,0.3,.000,.474,320,0.0,10.7,0.7,16.0,0.3,11.3,16.2,.626,14.5,0.1,1.0,.151
2020,Miye Oni,SF,22,UTA,2,0,7.0,1.5,3.0,.500,0.5,2.0,.250,1.0,1.0,1.000,.583,0.0,0.0,,1.0,1.0,2.0,0.0,0.5,0.5,0.5,1.0,3.5,0.0,6.9,1.8,2.7,16.4,0.0,.667,.000,14,-0.8,17.1,0.0,22.3,3.7,14.3,16.7,.583,23.4,0.0,0.0,.113
2020,Rodney McGruder,SG,28,LAC,5,0,3.2,0.6,1.0,.600,0.4,0.6,.667,0.2,0.4,.500,.800,0.0,0.0,,0.2,0.6,0.8,0.4,0.0,0.0,0.0,0.0,1.6,19.0,0.0,11.8,2.5,21.2,0.0,.600,.000,16,9.3,6.9,0.1,25.8,0.0,0.0,13.9,.800,13.7,0.1,0.1,.304
2020,Doug McDermott,PF,28,IND,4,0,13.5,1.0,3.8,.267,0.5,2.5,.200,0.5,1.3,.400,.333,0.0,0.0,,0.0,0.8,0.8,0.3,0.3,0.0,0.3,0.8,2.5,2.7,0.0,-9.9,-4.4,6.7,0.0,.667,.000,54,-5.5,0.0,-0.2,-0.6,0.9,6.3,3.3,.333,13.6,-0.1,-0.2,-0.142
2020,T.J. McConnell,PG,27,IND,3,0,9.3,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,0.3,0.7,.500,0.0,2.0,2.0,2.3,0.0,0.0,0.7,1.3,2.3,38.3,0.0,-9.1,-2.9,25.7,0.0,.000,.250,28,-6.2,0.0,0.0,6.4,0.0,18.4,12.5,.394,17.9,-0.1,0.0,-0.056
2020,CJ McCollum,SG,28,POR,5,5,39.2,8.8,19.8,.444,2.6,7.0,.371,6.2,12.8,.484,.510,3.0,4.4,.682,1.0,4.8,5.8,3.2,1.2,0.4,3.0,2.0,23.2,14.6,0.9,1.0,-1.4,12.9,0.1,.354,.222,196,2.4,2.7,0.0,14.9,1.4,12.1,7.8,.534,26.3,0.1,0.1,.021
2020,Wesley Matthews,SG,33,MIL,10,10,24.6,2.4,5.7,.421,1.7,4.3,.395,0.7,1.4,.500,.570,0.7,1.0,.700,0.6,1.2,1.8,0.9,0.9,0.4,0.7,2.0,7.2,5.0,1.8,0.2,1.7,5.3,0.3,.754,.175,246,-1.6,2.6,0.1,9.1,1.8,10.2,3.9,.586,12.0,0.1,0.4,.084
2020,Frank Mason III,PG,25,MIL,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,60.5,0.0,4.4,0.0,0.0,0.0,,,2,4.4,0.0,0.0,16.4,0.0,,0.0,,0.0,0.0,0.0,.237
2020,Jeremiah Martin,PG,23,BRK,3,0,9.0,1.3,4.7,.286,1.0,1.7,.600,0.3,3.0,.111,.393,0.3,0.3,1.000,0.0,1.0,1.0,1.3,0.0,0.3,0.7,0.7,4.0,24.4,3.6,-6.9,-4.4,12.1,0.0,.357,.071,27,-2.4,0.0,-0.1,5.1,0.0,12.2,5.6,.416,25.1,0.0,-0.1,-0.157
2020,Boban Marjanović,C,31,DAL,6,0,13.7,2.8,5.0,.567,0.0,0.2,.000,2.8,4.8,.586,.567,1.2,1.5,.778,1.0,4.8,5.8,0.8,0.0,0.3,0.5,1.5,6.8,9.3,2.1,0.8,-1.1,39.1,0.0,.033,.300,82,1.9,7.9,0.2,19.8,0.0,8.1,23.3,.604,19.4,0.1,0.2,.110
2020,Terance Mann,SF,23,LAC,13,0,2.1,0.2,0.4,.400,0.0,0.2,.000,0.2,0.2,.667,.400,0.0,0.0,,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.3,0.3,4.8,0.0,-6.8,1.3,29.3,0.0,.400,.000,27,-8.1,0.0,-0.1,1.0,1.8,28.6,14.5,.400,11.4,0.0,0.0,-0.060
2020,Timothé Luwawu-Cabarrot,SF,24,BRK,4,3,32.8,5.0,14.8,.339,3.3,9.8,.333,1.8,5.0,.350,.449,2.8,3.0,.917,0.3,3.5,3.8,1.5,0.8,0.0,2.0,3.5,16.0,7.6,0.0,-4.6,-2.2,11.6,-0.1,.661,.203,131,-2.4,0.7,-0.2,6.5,1.1,11.1,5.8,.498,22.7,-0.1,-0.3,-0.093
2020,Robin Lopez,C,31,MIL,3,0,7.0,1.0,1.3,.750,0.0,0.0,,1.0,1.3,.750,.750,0.0,0.0,,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.7,2.0,0.0,0.0,-1.2,1.1,20.8,0.0,.000,.000,21,-2.3,0.0,0.0,10.0,0.0,0.0,10.2,.750,8.2,0.0,0.1,.118
2020,Brook Lopez,C,31,MIL,10,10,32.8,6.1,11.4,.535,2.1,5.3,.396,4.0,6.1,.656,.627,1.5,2.0,.750,1.9,3.6,5.5,0.5,1.0,1.3,1.2,2.7,15.8,2.4,4.3,3.2,1.4,12.0,0.5,.465,.175,328,1.8,6.1,0.6,17.1,1.5,8.9,9.0,.643,17.7,0.4,1.0,.149
2020,Damian Lillard,PG,29,POR,4,4,35.8,6.5,16.0,.406,3.3,8.3,.394,3.3,7.8,.419,.508,8.0,8.3,.970,0.3,3.3,3.5,4.3,0.5,0.3,3.5,1.0,24.3,19.8,0.6,4.5,-1.5,9.6,0.0,.516,.516,143,5.9,0.7,0.3,18.7,0.7,15.1,5.2,.618,27.0,0.2,0.3,.102
2020,Caris LeVert,SG,25,BRK,4,4,35.0,6.8,18.3,.370,2.3,5.3,.429,4.5,13.0,.346,.432,4.5,6.3,.720,2.0,4.0,6.0,9.5,1.3,0.3,3.3,1.8,20.3,48.3,0.7,2.6,-0.7,12.4,0.0,.288,.342,140,3.2,5.4,0.0,17.1,1.7,13.4,8.6,.482,28.5,0.2,0.0,.000
2020,Meyers Leonard,C,27,MIA,3,2,10.3,1.7,2.7,.625,0.7,1.3,.500,1.0,1.3,.750,.750,0.7,0.7,1.000,0.0,0.3,0.3,1.0,0.3,0.0,0.0,1.3,4.7,15.7,0.0,6.2,2.4,3.6,0.0,.500,.250,31,3.9,0.0,0.1,18.4,1.6,0.0,1.9,.788,13.0,0.1,0.1,.230
2020,Kawhi Leonard,SF,28,LAC,13,13,39.3,10.1,20.6,.489,1.8,5.6,.329,8.2,15.0,.549,.534,6.2,7.2,.862,1.8,7.5,9.3,5.5,2.3,0.8,2.5,2.2,28.2,23.9,2.1,9.4,2.9,21.4,0.8,.272,.351,511,6.4,5.2,1.6,27.8,2.9,9.6,13.2,.593,29.3,1.5,2.4,.228
2020,Vic Law,PF,24,ORL,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,47.6,0.0,36.8,11.5,54.1,0.0,1.000,.000,4,25.4,0.0,0.0,44.2,0.0,0.0,25.7,1.500,10.7,0.0,0.0,.559
2020,Romeo Langford,SG,20,BOS,7,0,6.6,0.6,1.4,.400,0.1,0.3,.500,0.4,1.1,.375,.450,0.1,0.3,.500,0.0,0.4,0.4,0.3,0.1,0.0,0.3,0.6,1.4,6.2,0.0,-4.2,0.6,7.0,0.0,.200,.200,46,-4.8,0.0,-0.1,2.7,1.1,15.5,3.7,.460,12.5,0.0,0.0,-0.009
2020,Kyle Kuzma,PF,24,LAL,21,0,23.0,3.7,8.5,.430,1.2,4.0,.313,2.4,4.6,.531,.503,1.4,1.8,.784,0.9,2.2,3.1,0.8,0.3,0.3,1.0,2.4,10.0,5.0,1.4,-3.6,-1.5,11.4,0.4,.464,.207,484,-2.2,4.4,0.2,10.0,0.6,9.7,7.9,.535,19.5,-0.2,0.6,.059
2020,Kyle Korver,SF,38,MIL,10,0,11.9,2.0,4.7,.426,1.5,3.7,.405,0.5,1.0,.500,.585,0.7,0.7,1.000,0.1,0.7,0.8,0.1,0.3,0.1,0.5,0.9,6.2,1.3,0.9,0.0,-0.4,6.4,0.1,.787,.149,119,0.4,0.9,0.1,12.2,1.2,9.1,3.6,.619,19.9,0.1,0.2,.082
2020,Furkan Korkmaz,SG,22,PHI,4,0,10.0,0.0,1.8,.000,0.0,1.5,.000,0.0,0.3,.000,.000,0.8,1.3,.600,0.0,1.5,1.5,0.5,0.3,0.0,0.5,0.8,0.8,7.2,0.0,-11.8,-2.0,16.6,0.0,.857,.714,40,-9.8,0.0,-0.2,-4.6,1.3,17.9,8.1,.163,12.2,-0.1,-0.2,-0.193
2020,Maxi Kleber,PF,28,DAL,6,6,33.8,2.2,6.5,.333,0.8,4.3,.192,1.3,2.2,.615,.397,1.5,2.0,.750,1.7,4.8,6.5,1.5,0.3,1.2,0.7,3.3,6.7,5.5,3.0,-3.3,-1.1,15.8,-0.1,.667,.308,203,-2.2,5.3,0.0,7.1,0.5,8.3,10.5,.452,10.2,-0.1,0.0,-0.009
2020,Michael Kidd-Gilchrist,PF,26,DAL,6,0,9.2,0.7,2.3,.286,0.3,1.5,.222,0.3,0.8,.400,.357,0.7,1.0,.667,0.3,0.7,1.0,0.5,0.2,0.2,0.2,1.3,2.3,6.9,1.6,-5.0,-1.4,8.0,0.0,.643,.429,55,-3.6,3.9,0.0,5.0,0.9,5.7,6.0,.421,13.8,0.0,-0.1,-0.045
2020,Kelly Olynyk,C,28,MIA,17,0,15.2,2.6,5.6,.474,1.0,2.9,.347,1.6,2.7,.609,.563,1.4,1.6,.821,0.8,3.9,4.6,1.1,0.2,0.5,0.8,2.1,7.6,12.2,3.1,2.1,0.7,28.6,0.3,.516,.295,258,1.4,6.0,0.4,17.5,0.8,10.8,17.7,.606,21.2,0.3,0.8,.144
2020,JaVale McGee,C,32,LAL,14,11,9.6,1.4,2.3,.625,0.0,0.1,.000,1.4,2.1,.667,.625,0.1,0.1,.500,1.1,2.0,3.1,0.5,0.1,0.7,0.6,1.6,2.9,7.3,7.3,-1.1,1.6,24.3,0.2,.063,.063,135,-2.6,14.1,0.1,15.3,0.7,21.5,19.2,.623,13.5,0.0,0.4,.132
2020,Kyle Lowry,PG,33,TOR,11,11,37.5,5.6,13.5,.419,2.1,6.5,.319,3.5,6.9,.513,.497,4.4,5.5,.800,0.7,5.8,6.5,5.8,1.7,0.7,2.5,3.6,17.7,23.9,2.1,3.5,2.6,17.1,0.8,.486,.405,413,0.9,2.0,0.4,16.1,2.2,13.8,9.4,.559,21.6,0.5,1.3,.146
2020,Ben McLemore,SF,26,HOU,11,0,11.8,1.4,3.6,.375,1.3,3.3,.389,0.1,0.4,.250,.550,0.0,0.0,,0.2,0.8,1.0,0.5,0.4,0.0,0.3,0.7,4.0,7.0,0.0,-0.6,-0.7,8.1,0.1,.900,.000,130,0.1,1.6,0.0,9.0,1.5,7.0,4.7,.550,14.8,0.0,0.2,.061
2020,Džanan Musa,SF,20,BRK,3,0,13.0,0.7,3.7,.182,0.0,2.0,.000,0.7,1.7,.400,.182,3.3,4.7,.714,0.3,0.7,1.0,1.3,0.0,0.3,1.0,0.7,4.7,14.6,2.5,-9.5,-3.7,5.6,0.0,.545,1.273,39,-5.8,2.4,-0.1,4.1,0.0,14.9,3.9,.408,21.3,-0.1,-0.1,-0.137
2020,Khris Middleton,SF,28,MIL,10,10,35.5,7.1,18.0,.394,2.3,6.5,.354,4.8,11.5,.417,.458,3.8,4.6,.826,0.5,6.4,6.9,6.0,1.1,0.2,3.4,4.1,20.3,27.0,0.6,0.0,0.4,19.6,0.5,.361,.256,355,-0.4,1.5,-0.1,13.5,1.5,14.5,10.4,.507,28.4,0.2,0.3,.043
2020,Semi Ojeleye,PF,25,BOS,13,0,9.4,0.5,2.2,.250,0.4,1.8,.217,0.2,0.4,.400,.339,0.2,0.2,1.000,0.2,0.8,0.9,0.1,0.2,0.0,0.1,0.7,1.6,1.1,0.0,-4.1,-0.1,8.8,0.1,.821,.071,122,-4.0,1.9,-0.2,1.6,1.2,3.3,5.5,.364,10.9,-0.1,0.0,-0.006
2020,Kyle O'Quinn,C,29,PHI,1,0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,24.1,0.0,-26.1,0.9,18.4,0.0,,,6,-27.0,0.0,-0.1,-19.7,0.0,100.0,9.0,,14.5,0.0,-0.1,-0.419
