Country,Country (group),dummy,dummy (copy),MEASURE,PC_GDP,PC_GDP label,PC_GDP_act,PC_HEALTHXP,SUBJECT,TIME,USD_CAP,USD_CAP label,USD_CAP_act,VALUE_SELECT_$,VALUE_SELECT_%,max_year,Value,VALUE_SELECT
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1990,234.925,USD per Capita,USD_CAP,$, ,1990,234.925,234.9
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1991,230.622,USD per Capita,USD_CAP,$, ,1991,230.622,230.6
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1992,247.231,USD per Capita,USD_CAP,$, ,1992,247.231,247.2
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1993,274.06,USD per Capita,USD_CAP,$, ,1993,274.06,274.1
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1994,292.939,USD per Capita,USD_CAP,$, ,1994,292.939,292.9
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1995,287.236,USD per Capita,USD_CAP,$, ,1995,287.236,287.2
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1996,303.045,USD per Capita,USD_CAP,$, ,1996,303.045,303.0
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1997,318.816,USD per Capita,USD_CAP,$, ,1997,318.816,318.8
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1998,331.523,USD per Capita,USD_CAP,$, ,1998,331.523,331.5
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1999,334.066,USD per Capita,USD_CAP,$, ,1999,334.066,334.1
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2000,360.048,USD per Capita,USD_CAP,$, ,2000,360.048,360.0
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2001,373.519,USD per Capita,USD_CAP,$, ,2001,373.519,373.5
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2002,399.385,USD per Capita,USD_CAP,$, ,2002,399.385,399.4
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2003,396.374,USD per Capita,USD_CAP,$, ,2003,396.374,396.4
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2004,434.323,USD per Capita,USD_CAP,$, ,2004,434.323,434.3
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2005,443.48,USD per Capita,USD_CAP,$, ,2005,443.48,443.5
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2006,477.455,USD per Capita,USD_CAP,$, ,2006,477.455,477.5
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2007,518.655,USD per Capita,USD_CAP,$, ,2007,518.655,518.7
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2008,533.329,USD per Capita,USD_CAP,$, ,2008,533.329,533.3
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2009,550.912,USD per Capita,USD_CAP,$, ,2009,550.912,550.9
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2010,598.441,USD per Capita,USD_CAP,$, ,2010,598.441,598.4
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2011,606.734,USD per Capita,USD_CAP,$, ,2011,606.734,606.7
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2012,610.981,USD per Capita,USD_CAP,$, ,2012,610.981,611.0
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2013,615.343,USD per Capita,USD_CAP,$, ,2013,615.343,615.3
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2014,624.847,USD per Capita,USD_CAP,$, ,2014,624.847,624.8
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2015,639.226,USD per Capita,USD_CAP,$, ,2015,639.226,639.2
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2016,664.995,USD per Capita,USD_CAP,$, ,2016,664.995,665.0
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2017,701.652,USD per Capita,USD_CAP,$, ,2017,701.652,701.7
Denmark,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2018,728.795,USD per Capita,USD_CAP,$, ,2018,728.795,728.8
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,4.989,Percentage of GDP,PC_GDP,,TOT,1/1/1970,,USD per Capita,USD_CAP,$, ,1970,4.989,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.29,Percentage of GDP,PC_GDP,,TOT,1/1/1971,,USD per Capita,USD_CAP,$, ,1971,5.29,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.385,Percentage of GDP,PC_GDP,,TOT,1/1/1972,,USD per Capita,USD_CAP,$, ,1972,5.385,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.234,Percentage of GDP,PC_GDP,,TOT,1/1/1973,,USD per Capita,USD_CAP,$, ,1973,5.234,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.172,Percentage of GDP,PC_GDP,,TOT,1/1/1974,,USD per Capita,USD_CAP,$, ,1974,5.172,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.654,Percentage of GDP,PC_GDP,,TOT,1/1/1975,,USD per Capita,USD_CAP,$, ,1975,5.654,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.993,Percentage of GDP,PC_GDP,,TOT,1/1/1976,,USD per Capita,USD_CAP,$, ,1976,5.993,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.196,Percentage of GDP,PC_GDP,,TOT,1/1/1977,,USD per Capita,USD_CAP,$, ,1977,6.196,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.136,Percentage of GDP,PC_GDP,,TOT,1/1/1978,,USD per Capita,USD_CAP,$, ,1978,6.136,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.989,Percentage of GDP,PC_GDP,,TOT,1/1/1979,,USD per Capita,USD_CAP,$, ,1979,5.989,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.916,Percentage of GDP,PC_GDP,,TOT,1/1/1980,,USD per Capita,USD_CAP,$, ,1980,5.916,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.04,Percentage of GDP,PC_GDP,,TOT,1/1/1981,,USD per Capita,USD_CAP,$, ,1981,6.04,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.133,Percentage of GDP,PC_GDP,,TOT,1/1/1982,,USD per Capita,USD_CAP,$, ,1982,6.133,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.222,Percentage of GDP,PC_GDP,,TOT,1/1/1983,,USD per Capita,USD_CAP,$, ,1983,6.222,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.266,Percentage of GDP,PC_GDP,,TOT,1/1/1984,,USD per Capita,USD_CAP,$, ,1984,6.266,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.658,Percentage of GDP,PC_GDP,,TOT,1/1/1985,,USD per Capita,USD_CAP,$, ,1985,6.658,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.758,Percentage of GDP,PC_GDP,,TOT,1/1/1986,,USD per Capita,USD_CAP,$, ,1986,6.758,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.897,Percentage of GDP,PC_GDP,,TOT,1/1/1987,,USD per Capita,USD_CAP,$, ,1987,6.897,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.703,Percentage of GDP,PC_GDP,,TOT,1/1/1988,,USD per Capita,USD_CAP,$, ,1988,6.703,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.743,Percentage of GDP,PC_GDP,,TOT,1/1/1989,,USD per Capita,USD_CAP,$, ,1989,6.743,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.253,Percentage of GDP,PC_GDP,,TOT,1/1/1990,,USD per Capita,USD_CAP,$, ,1990,7.253,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.32,Percentage of GDP,PC_GDP,,TOT,1/1/1991,,USD per Capita,USD_CAP,$, ,1991,8.32,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.521,Percentage of GDP,PC_GDP,,TOT,1/1/1992,,USD per Capita,USD_CAP,$, ,1992,8.521,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.833,Percentage of GDP,PC_GDP,,TOT,1/1/1993,,USD per Capita,USD_CAP,$, ,1993,7.833,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.285,Percentage of GDP,PC_GDP,,TOT,1/1/1994,,USD per Capita,USD_CAP,$, ,1994,7.285,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.355,Percentage of GDP,PC_GDP,,TOT,1/1/1995,,USD per Capita,USD_CAP,$, ,1995,7.355,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.474,Percentage of GDP,PC_GDP,,TOT,1/1/1996,,USD per Capita,USD_CAP,$, ,1996,7.474,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.128,Percentage of GDP,PC_GDP,,TOT,1/1/1997,,USD per Capita,USD_CAP,$, ,1997,7.128,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.818,Percentage of GDP,PC_GDP,,TOT,1/1/1998,,USD per Capita,USD_CAP,$, ,1998,6.818,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.798,Percentage of GDP,PC_GDP,,TOT,1/1/1999,,USD per Capita,USD_CAP,$, ,1999,6.798,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.139,Percentage of GDP,PC_GDP,,TOT,1/1/2000,,USD per Capita,USD_CAP,$, ,2000,7.139,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.281,Percentage of GDP,PC_GDP,,TOT,1/1/2001,,USD per Capita,USD_CAP,$, ,2001,7.281,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.598,Percentage of GDP,PC_GDP,,TOT,1/1/2002,,USD per Capita,USD_CAP,$, ,2002,7.598,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.906,Percentage of GDP,PC_GDP,,TOT,1/1/2003,,USD per Capita,USD_CAP,$, ,2003,7.906,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.032,Percentage of GDP,PC_GDP,,TOT,1/1/2004,,USD per Capita,USD_CAP,$, ,2004,8.032,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.261,Percentage of GDP,PC_GDP,,TOT,1/1/2005,,USD per Capita,USD_CAP,$, ,2005,8.261,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.259,Percentage of GDP,PC_GDP,,TOT,1/1/2006,,USD per Capita,USD_CAP,$, ,2006,8.259,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.06,Percentage of GDP,PC_GDP,,TOT,1/1/2007,,USD per Capita,USD_CAP,$, ,2007,8.06,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.333,Percentage of GDP,PC_GDP,,TOT,1/1/2008,,USD per Capita,USD_CAP,$, ,2008,8.333,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.142,Percentage of GDP,PC_GDP,,TOT,1/1/2009,,USD per Capita,USD_CAP,$, ,2009,9.142,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.114,Percentage of GDP,PC_GDP,,TOT,1/1/2010,,USD per Capita,USD_CAP,$, ,2010,9.114,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.193,Percentage of GDP,PC_GDP,,TOT,1/1/2011,,USD per Capita,USD_CAP,$, ,2011,9.193,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.554,Percentage of GDP,PC_GDP,,TOT,1/1/2012,,USD per Capita,USD_CAP,$, ,2012,9.554,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.774,Percentage of GDP,PC_GDP,,TOT,1/1/2013,,USD per Capita,USD_CAP,$, ,2013,9.774,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.735,Percentage of GDP,PC_GDP,,TOT,1/1/2014,,USD per Capita,USD_CAP,$, ,2014,9.735,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.645,Percentage of GDP,PC_GDP,,TOT,1/1/2015,,USD per Capita,USD_CAP,$, ,2015,9.645,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.378,Percentage of GDP,PC_GDP,,TOT,1/1/2016,,USD per Capita,USD_CAP,$, ,2016,9.378,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.182,Percentage of GDP,PC_GDP,,TOT,1/1/2017,,USD per Capita,USD_CAP,$, ,2017,9.182,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.039,Percentage of GDP,PC_GDP,,TOT,1/1/2018,,USD per Capita,USD_CAP,$, ,2018,9.039,
Finland,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.086,Percentage of GDP,PC_GDP,,TOT,1/1/2019,,USD per Capita,USD_CAP,$, ,2019,9.086,
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1970,39.593,USD per Capita,USD_CAP,$, ,1970,39.593,39.6
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1971,45.258,USD per Capita,USD_CAP,$, ,1971,45.258,45.3
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1972,53.677,USD per Capita,USD_CAP,$, ,1972,53.677,53.7
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1973,54.57,USD per Capita,USD_CAP,$, ,1973,54.57,54.6
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1974,59.561,USD per Capita,USD_CAP,$, ,1974,59.561,59.6
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1975,57.619,USD per Capita,USD_CAP,$, ,1975,57.619,57.6
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1976,65.309,USD per Capita,USD_CAP,$, ,1976,65.309,65.3
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1977,69.719,USD per Capita,USD_CAP,$, ,1977,69.719,69.7
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1978,78.538,USD per Capita,USD_CAP,$, ,1978,78.538,78.5
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1979,87.385,USD per Capita,USD_CAP,$, ,1979,87.385,87.4
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1980,95.313,USD per Capita,USD_CAP,$, ,1980,95.313,95.3
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1981,103.898,USD per Capita,USD_CAP,$, ,1981,103.898,103.9
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1982,112.184,USD per Capita,USD_CAP,$, ,1982,112.184,112.2
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1983,127.736,USD per Capita,USD_CAP,$, ,1983,127.736,127.7
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1984,140.457,USD per Capita,USD_CAP,$, ,1984,140.457,140.5
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1985,154.9,USD per Capita,USD_CAP,$, ,1985,154.9,154.9
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1986,158.314,USD per Capita,USD_CAP,$, ,1986,158.314,158.3
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1987,170.675,USD per Capita,USD_CAP,$, ,1987,170.675,170.7
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1988,184.203,USD per Capita,USD_CAP,$, ,1988,184.203,184.2
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1989,195.666,USD per Capita,USD_CAP,$, ,1989,195.666,195.7
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1990,205.258,USD per Capita,USD_CAP,$, ,1990,205.258,205.3
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1991,219.369,USD per Capita,USD_CAP,$, ,1991,219.369,219.4
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1992,227.702,USD per Capita,USD_CAP,$, ,1992,227.702,227.7
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1993,253.553,USD per Capita,USD_CAP,$, ,1993,253.553,253.6
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1994,256.026,USD per Capita,USD_CAP,$, ,1994,256.026,256.0
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1995,316.958,USD per Capita,USD_CAP,$, ,1995,316.958,317.0
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1996,335.228,USD per Capita,USD_CAP,$, ,1996,335.228,335.2
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1997,342.486,USD per Capita,USD_CAP,$, ,1997,342.486,342.5
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1998,343.673,USD per Capita,USD_CAP,$, ,1998,343.673,343.7
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1999,376.409,USD per Capita,USD_CAP,$, ,1999,376.409,376.4
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2000,442.136,USD per Capita,USD_CAP,$, ,2000,442.136,442.1
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2001,453.979,USD per Capita,USD_CAP,$, ,2001,453.979,454.0
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2002,460.307,USD per Capita,USD_CAP,$, ,2002,460.307,460.3
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2003,467.191,USD per Capita,USD_CAP,$, ,2003,467.191,467.2
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2004,496.839,USD per Capita,USD_CAP,$, ,2004,496.839,496.8
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2005,508.563,USD per Capita,USD_CAP,$, ,2005,508.563,508.6
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2006,522.248,USD per Capita,USD_CAP,$, ,2006,522.248,522.2
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2007,574.783,USD per Capita,USD_CAP,$, ,2007,574.783,574.8
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2008,607.319,USD per Capita,USD_CAP,$, ,2008,607.319,607.3
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2009,608.44,USD per Capita,USD_CAP,$, ,2009,608.44,608.4
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2010,651.019,USD per Capita,USD_CAP,$, ,2010,651.019,651.0
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2011,660.685,USD per Capita,USD_CAP,$, ,2011,660.685,660.7
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2012,668.527,USD per Capita,USD_CAP,$, ,2012,668.527,668.5
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2013,707.357,USD per Capita,USD_CAP,$, ,2013,707.357,707.4
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2014,705.818,USD per Capita,USD_CAP,$, ,2014,705.818,705.8
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2015,752.003,USD per Capita,USD_CAP,$, ,2015,752.003,752.0
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2016,790.849,USD per Capita,USD_CAP,$, ,2016,790.849,790.8
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2017,817.67,USD per Capita,USD_CAP,$, ,2017,817.67,817.7
Finland,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2018,798.338,USD per Capita,USD_CAP,$, ,2018,798.338,798.3
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.201,Percentage of GDP,PC_GDP,,TOT,1/1/1970,,USD per Capita,USD_CAP,$, ,1970,5.201,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.156,Percentage of GDP,PC_GDP,,TOT,1/1/1975,,USD per Capita,USD_CAP,$, ,1975,6.156,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.759,Percentage of GDP,PC_GDP,,TOT,1/1/1980,,USD per Capita,USD_CAP,$, ,1980,6.759,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.671,Percentage of GDP,PC_GDP,,TOT,1/1/1985,,USD per Capita,USD_CAP,$, ,1985,7.671,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.997,Percentage of GDP,PC_GDP,,TOT,1/1/1990,,USD per Capita,USD_CAP,$, ,1990,7.997,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.221,Percentage of GDP,PC_GDP,,TOT,1/1/1991,,USD per Capita,USD_CAP,$, ,1991,8.221,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.446,Percentage of GDP,PC_GDP,,TOT,1/1/1992,,USD per Capita,USD_CAP,$, ,1992,8.446,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.857,Percentage of GDP,PC_GDP,,TOT,1/1/1993,,USD per Capita,USD_CAP,$, ,1993,8.857,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.841,Percentage of GDP,PC_GDP,,TOT,1/1/1994,,USD per Capita,USD_CAP,$, ,1994,8.841,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.884,Percentage of GDP,PC_GDP,,TOT,1/1/1995,,USD per Capita,USD_CAP,$, ,1995,9.884,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.886,Percentage of GDP,PC_GDP,,TOT,1/1/1996,,USD per Capita,USD_CAP,$, ,1996,9.886,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.761,Percentage of GDP,PC_GDP,,TOT,1/1/1997,,USD per Capita,USD_CAP,$, ,1997,9.761,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.659,Percentage of GDP,PC_GDP,,TOT,1/1/1998,,USD per Capita,USD_CAP,$, ,1998,9.659,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.66,Percentage of GDP,PC_GDP,,TOT,1/1/1999,,USD per Capita,USD_CAP,$, ,1999,9.66,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.584,Percentage of GDP,PC_GDP,,TOT,1/1/2000,,USD per Capita,USD_CAP,$, ,2000,9.584,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.706,Percentage of GDP,PC_GDP,,TOT,1/1/2001,,USD per Capita,USD_CAP,$, ,2001,9.706,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.022,Percentage of GDP,PC_GDP,,TOT,1/1/2002,,USD per Capita,USD_CAP,$, ,2002,10.022,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.083,Percentage of GDP,PC_GDP,,TOT,1/1/2003,,USD per Capita,USD_CAP,$, ,2003,10.083,
France,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.164,Percentage of GDP,PC_GDP,,TOT,1/1/2004,,USD per Capita,USD_CAP,$, ,2004,10.164,
