Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
2010,Vancouver,Skiing,Snowboard,AUS,Women,Half-Pipe,Gold,"BRIGHT, Torah"
2010,Vancouver,Skiing,Snowboard,AUT,Men,Giant Parallel Slalom,Silver,"KARL, Benjamin"
2010,Vancouver,Skiing,Snowboard,AUT,Women,Giant Parallel Slalom,Bronze,"KREINER, Marion"
2010,Vancouver,Skiing,Snowboard,CAN,Men,Giant Parallel Slalom,Gold,"ANDERSON, Jasey Jay"
2010,Vancouver,Skiing,Snowboard,CAN,Men,Snowboard Cross,Silver,"ROBERTSON, Mike"
2010,Vancouver,Skiing,Snowboard,CAN,Women,Snowboard Cross,Gold,"RICKER, Maelle"
2010,Vancouver,Skiing,Snowboard,FIN,Men,Half-Pipe,Silver,"PIIROINEN, Peetu"
2010,Vancouver,Skiing,Snowboard,FRA,Men,Giant Parallel Slalom,Bronze,"BOZZETTO, Mathieu"
2010,Vancouver,Skiing,Snowboard,FRA,Men,Snowboard Cross,Bronze,"RAMOIN, Tony"
2010,Vancouver,Skiing,Snowboard,FRA,Women,Snowboard Cross,Silver,"ANTHONIOZ, Deborah"
2010,Vancouver,Skiing,Snowboard,NED,Women,Giant Parallel Slalom,Gold,"SAUERBREIJ, Nicolien"
2010,Vancouver,Skiing,Snowboard,RUS,Women,Giant Parallel Slalom,Silver,"ILYUKHINA, Ekaterina"
2010,Vancouver,Skiing,Snowboard,SUI,Women,Snowboard Cross,Bronze,"NOBS, Olivia"
2010,Vancouver,Skiing,Snowboard,USA,Men,Half-Pipe,Bronze,"LAGO, Scott"
2010,Vancouver,Skiing,Snowboard,USA,Men,Half-Pipe,Gold,"WHITE, Shaun"
2010,Vancouver,Skiing,Snowboard,USA,Men,Snowboard Cross,Gold,"WESCOTT, Seth"
2010,Vancouver,Skiing,Snowboard,USA,Women,Half-Pipe,Bronze,"CLARK, Kelly"
2010,Vancouver,Skiing,Snowboard,USA,Women,Half-Pipe,Silver,"TETER, Hannah"
2014,Sochi,Biathlon,Biathlon,AUT,Men,10KM,Silver,"LANDERTINGER, Dominik"
2014,Sochi,Biathlon,Biathlon,BLR,Women,10KM Pursuit,Gold,"DOMRACHEVA, Darya"
2014,Sochi,Biathlon,Biathlon,BLR,Women,12.5KM Mass Start,Gold,"DOMRACHEVA, Darya"
2014,Sochi,Biathlon,Biathlon,BLR,Women,15KM,Bronze,"SKARDINO, Nadezhda"
2014,Sochi,Biathlon,Biathlon,BLR,Women,15KM,Gold,"DOMRACHEVA, Darya"
2014,Sochi,Biathlon,Biathlon,CZE,Men,10KM,Bronze,"SOUKUP, Jaroslav"
2014,Sochi,Biathlon,Biathlon,CZE,Men,12.5Km Pursuit,Silver,"MORAVEC, Ondrej"
2014,Sochi,Biathlon,Biathlon,CZE,Men,15KM Mass Start,Bronze,"MORAVEC, Ondrej"
2014,Sochi,Biathlon,Biathlon,CZE,Women,12.5KM Mass Start,Silver,"SOUKALOVA, Gabriela"
2014,Sochi,Biathlon,Biathlon,FRA,Men,12.5Km Pursuit,Bronze,"BEATRIX, Jean Guillaume"
2014,Sochi,Biathlon,Biathlon,FRA,Men,12.5Km Pursuit,Gold,"FOURCADE, Martin"
2014,Sochi,Biathlon,Biathlon,FRA,Men,15KM Mass Start,Silver,"FOURCADE, Martin"
2014,Sochi,Biathlon,Biathlon,FRA,Men,20KM,Gold,"FOURCADE, Martin"
2014,Sochi,Biathlon,Biathlon,GER,Men,20KM,Silver,"LESSER, Erik"
2014,Sochi,Biathlon,Biathlon,NOR,Men,10KM,Gold,"BJOERNDALEN, Ole Einar"
2014,Sochi,Biathlon,Biathlon,NOR,Men,15KM Mass Start,Gold,"SVENDSEN, Emil Hegle"
2014,Sochi,Biathlon,Biathlon,NOR,Women,10KM Pursuit,Silver,"BERGER, Tora"
2014,Sochi,Biathlon,Biathlon,NOR,Women,12.5KM Mass Start,Bronze,"ECKHOFF, Tiril"
2014,Sochi,Biathlon,Biathlon,RUS,Men,20KM,Bronze,"GARANICHEV, Evgeniy"
2014,Sochi,Biathlon,Biathlon,RUS,Women,7.5KM,Silver,"VILUKHINA, Olga"
2014,Sochi,Biathlon,Biathlon,SLO,Women,10KM Pursuit,Bronze,"GREGORIN, Teja"
2014,Sochi,Biathlon,Biathlon,SUI,Women,15KM,Silver,"GASPARIN, Selina"
2014,Sochi,Biathlon,Biathlon,SVK,Women,7.5KM,Gold,"KUZMINA, Anastazia"
2014,Sochi,Biathlon,Biathlon,UKR,Women,7.5KM,Bronze,"SEMERENKO, Vita"
2014,Sochi,Biathlon,Biathlon,AUT,Men,4X7.5KM Relay,Bronze,AUT
2014,Sochi,Biathlon,Biathlon,CZE,Men,Relay Mix,Silver,CZE
2014,Sochi,Biathlon,Biathlon,CZE,Women,Relay Mix,Silver,CZE
2014,Sochi,Biathlon,Biathlon,GER,Men,4X7.5KM Relay,Silver,GER
2014,Sochi,Biathlon,Biathlon,ITA,Men,Relay Mix,Bronze,ITA
2014,Sochi,Biathlon,Biathlon,ITA,Women,Relay Mix,Bronze,ITA
2014,Sochi,Biathlon,Biathlon,NOR,Men,Relay Mix,Gold,NOR
2014,Sochi,Biathlon,Biathlon,NOR,Women,4X6KM Relay,Bronze,NOR
2014,Sochi,Biathlon,Biathlon,NOR,Women,Relay Mix,Gold,NOR
2014,Sochi,Biathlon,Biathlon,RUS,Men,4X7.5KM Relay,Gold,RUS
2014,Sochi,Biathlon,Biathlon,RUS,Women,4X6KM Relay,Silver,RUS
2014,Sochi,Biathlon,Biathlon,UKR,Women,4X6KM Relay,Gold,UKR
2014,Sochi,Bobsleigh,Bobsleigh,CAN,Women,Two-Woman,Gold,CAN
2014,Sochi,Bobsleigh,Bobsleigh,LAT,Men,Four-Man,Silver,LAT
2014,Sochi,Bobsleigh,Bobsleigh,RUS,Men,Four-Man,Gold,RUS
2014,Sochi,Bobsleigh,Bobsleigh,RUS,Men,Two-Man,Gold,RUS
2014,Sochi,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Silver,SUI
2014,Sochi,Bobsleigh,Bobsleigh,USA,Men,Four-Man,Bronze,USA
2014,Sochi,Bobsleigh,Bobsleigh,USA,Men,Two-Man,Bronze,USA
2014,Sochi,Bobsleigh,Bobsleigh,USA,Women,Two-Woman,Bronze,USA
2014,Sochi,Bobsleigh,Bobsleigh,USA,Women,Two-Woman,Silver,USA
2014,Sochi,Bobsleigh,Skeleton,GBR,Women,Individual,Gold,"YARNOLD, Elizabeth"
2014,Sochi,Bobsleigh,Skeleton,LAT,Men,Individual,Silver,"DUKURS, Martins"
2014,Sochi,Bobsleigh,Skeleton,RUS,Men,Individual,Gold,"TRETYAKOV, Alexander"
2014,Sochi,Bobsleigh,Skeleton,RUS,Women,Individual,Bronze,"NIKITINA, Elena"
2014,Sochi,Bobsleigh,Skeleton,USA,Men,Individual,Bronze,"ANTOINE, Matthew"
2014,Sochi,Bobsleigh,Skeleton,USA,Women,Individual,Silver,"PIKUS-PACE, Noelle"
2014,Sochi,Curling,Curling,CAN,Men,Curling,Gold,CAN
2014,Sochi,Curling,Curling,CAN,Women,Curling,Gold,CAN
2014,Sochi,Curling,Curling,GBR,Men,Curling,Silver,GBR
2014,Sochi,Curling,Curling,GBR,Women,Curling,Bronze,GBR
2014,Sochi,Curling,Curling,SWE,Men,Curling,Bronze,SWE
2014,Sochi,Curling,Curling,SWE,Women,Curling,Silver,SWE
2014,Sochi,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Gold,CAN
2014,Sochi,Ice Hockey,Ice Hockey,CAN,Women,Ice Hockey,Gold,CAN
2014,Sochi,Ice Hockey,Ice Hockey,FIN,Men,Ice Hockey,Bronze,FIN
2014,Sochi,Ice Hockey,Ice Hockey,SUI,Women,Ice Hockey,Bronze,SUI
2014,Sochi,Ice Hockey,Ice Hockey,SWE,Men,Ice Hockey,Silver,SWE
2014,Sochi,Ice Hockey,Ice Hockey,USA,Women,Ice Hockey,Silver,USA
2014,Sochi,Luge,Luge,GER,Men,Singles,Gold,"LOCH, Felix"
2014,Sochi,Luge,Luge,GER,Women,Mixed Relay,Gold,"GEISENBERGER, Natalie"
2014,Sochi,Luge,Luge,GER,Women,Singles,Gold,"GEISENBERGER, Natalie"
2014,Sochi,Luge,Luge,GER,Women,Singles,Silver,"HUEFNER, Tatjana"
2014,Sochi,Luge,Luge,ITA,Men,Singles,Bronze,"ZOEGGELER, Armin"
2014,Sochi,Luge,Luge,LAT,Women,Mixed Relay,Bronze,"TIRUMA, Eliza"
2014,Sochi,Luge,Luge,RUS,Men,Singles,Silver,"DEMTSCHENKO, Albert"
2014,Sochi,Luge,Luge,RUS,Women,Mixed Relay,Silver,"IVANOVA, Tatiana"
2014,Sochi,Luge,Luge,USA,Women,Singles,Bronze,"HAMLIN, Erin"
2014,Sochi,Luge,Luge,AUT,Men,Doubles,Silver,AUT
2014,Sochi,Luge,Luge,GER,Men,Doubles,Gold,GER
2014,Sochi,Luge,Luge,GER,Men,Mixed Relay,Gold,GER
2014,Sochi,Luge,Luge,LAT,Men,Doubles,Bronze,LAT
2014,Sochi,Luge,Luge,LAT,Men,Mixed Relay,Bronze,LAT
2014,Sochi,Luge,Luge,RUS,Men,Mixed Relay,Silver,RUS
2014,Sochi,Skating,Figure skating,CAN,Men,Ice Dancing,Silver,"MOIR, Scott"
2014,Sochi,Skating,Figure skating,CAN,Men,Individual,Silver,"CHAN, Patrick"
2014,Sochi,Skating,Figure skating,CAN,Women,Ice Dancing,Silver,"VIRTUE, Tessa"
2014,Sochi,Skating,Figure skating,GER,Men,Pairs,Bronze,"SZOLKOWY, Robin"
2014,Sochi,Skating,Figure skating,GER,Women,Pairs,Bronze,"SAVCHENKO, Aliona"
2014,Sochi,Skating,Figure skating,ITA,Women,Individual,Bronze,"KOSTNER, Carolina"
2014,Sochi,Skating,Figure skating,JPN,Men,Individual,Gold,"HANYU, Yuzuru"
2014,Sochi,Skating,Figure skating,KAZ,Men,Individual,Bronze,"TEN, Denis"
2014,Sochi,Skating,Figure skating,KOR,Women,Individual,Silver,"KIM, Yuna"
2014,Sochi,Skating,Figure skating,RUS,Men,Ice Dancing,Bronze,"KATSALAPOV, Nikita"
2014,Sochi,Skating,Figure skating,RUS,Men,Pairs,Gold,"TRANKOV, Maxim"
2014,Sochi,Skating,Figure skating,RUS,Men,Pairs,Silver,"KLIMOV, Fedor"
2014,Sochi,Skating,Figure skating,RUS,Women,Ice Dancing,Bronze,"ILINYKH, Elena"
2014,Sochi,Skating,Figure skating,RUS,Women,Individual,Gold,"SOTNIKOVA, Adelina"
2014,Sochi,Skating,Figure skating,RUS,Women,Pairs,Gold,"VOLOSOZHAR, Tatiana"
2014,Sochi,Skating,Figure skating,RUS,Women,Pairs,Silver,"STOLBOVA, Ksenia"
2014,Sochi,Skating,Figure skating,USA,Men,Ice Dancing,Gold,"WHITE, Charlie"
2014,Sochi,Skating,Figure skating,USA,Women,Ice Dancing,Gold,"DAVIS, Meryl"
2014,Sochi,Skating,Figure skating,CAN,Men,Team,Silver,CAN
2014,Sochi,Skating,Figure skating,CAN,Women,Team,Silver,CAN
2014,Sochi,Skating,Figure skating,RUS,Men,Team,Gold,RUS
2014,Sochi,Skating,Figure skating,RUS,Women,Team,Gold,RUS
2014,Sochi,Skating,Figure skating,USA,Men,Team,Bronze,USA
2014,Sochi,Skating,Figure skating,USA,Women,Team,Bronze,USA
2014,Sochi,Skating,Short Track Speed Skating,CAN,Men,1500M,Gold,"HAMELIN, Charles"
2014,Sochi,Skating,Short Track Speed Skating,CAN,Men,500M,Bronze,"COURNOYER, Charle"
2014,Sochi,Skating,Short Track Speed Skating,CHN,Men,1500M,Silver,"HAN, Tianyu"
2014,Sochi,Skating,Short Track Speed Skating,CHN,Men,500M,Silver,"WU, Dajing"
2014,Sochi,Skating,Short Track Speed Skating,CHN,Women,1000M,Silver,"FAN, Kexin"
2014,Sochi,Skating,Short Track Speed Skating,CHN,Women,1500M,Gold,"ZHOU, Yang"
2014,Sochi,Skating,Short Track Speed Skating,CHN,Women,500M,Gold,"LI, Jianrou"
2014,Sochi,Skating,Short Track Speed Skating,ITA,Women,1500M,Bronze,"FONTANA, Arianna"
2014,Sochi,Skating,Short Track Speed Skating,ITA,Women,500M,Silver,"FONTANA, Arianna"
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,1000M,Bronze,"SHIM, Suk Hee"
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,1000M,Gold,"PARK, Seung-Hi"
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,1500M,Silver,"SHIM, Suk Hee"
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,500M,Bronze,"PARK, Seung-Hi"
2014,Sochi,Skating,Short Track Speed Skating,NED,Men,1000M,Bronze,"KNEGT, Sjinkie"
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,1000M,Gold,"AN, Victor"
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,1000M,Silver,"GRIGOREV, Vladimir"
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,1500M,Bronze,"AN, Victor"
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,500M,Gold,"AN, Victor"
2014,Sochi,Skating,Short Track Speed Skating,CAN,Women,3000M Relay,Silver,CAN
2014,Sochi,Skating,Short Track Speed Skating,CHN,Men,5000M Relay,Bronze,CHN
2014,Sochi,Skating,Short Track Speed Skating,ITA,Women,3000M Relay,Bronze,ITA
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,3000M Relay,Gold,KOR
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,5000M Relay,Gold,RUS
2014,Sochi,Skating,Short Track Speed Skating,USA,Men,5000M Relay,Silver,USA
2014,Sochi,Skating,Speed skating,CAN,Men,1000M,Silver,"MORRISON, Denny"
2014,Sochi,Skating,Speed skating,CAN,Men,1500M,Bronze,"MORRISON, Denny"
2014,Sochi,Skating,Speed skating,CHN,Women,1000M,Gold,"ZHANG, Hong"
2014,Sochi,Skating,Speed skating,CZE,Women,3000M,Silver,"SABLIKOVA, Martina"
2014,Sochi,Skating,Speed skating,CZE,Women,5000M,Gold,"SABLIKOVA, Martina"
2014,Sochi,Skating,Speed skating,KOR,Women,500M,Gold,"LEE, Sang Hwa"
2014,Sochi,Skating,Speed skating,NED,Men,10000M,Bronze,"DE JONG, Bob"
2014,Sochi,Skating,Speed skating,NED,Men,10000M,Gold,"BERGSMA, Jorrit"
2014,Sochi,Skating,Speed skating,NED,Men,10000M,Silver,"KRAMER, Sven"
2014,Sochi,Skating,Speed skating,NED,Men,1000M,Bronze,"MULDER, Michel"
2014,Sochi,Skating,Speed skating,NED,Men,1000M,Gold,"GROOTHUIS, Stefan"
2014,Sochi,Skating,Speed skating,NED,Men,1500M,Silver,"VERWEIJ, Koen"
2014,Sochi,Skating,Speed skating,NED,Men,5000M,Bronze,"BERGSMA, Jorrit"
2014,Sochi,Skating,Speed skating,NED,Men,5000M,Gold,"KRAMER, Sven"
2014,Sochi,Skating,Speed skating,NED,Men,5000M,Silver,"BLOKHUIJSEN, Jan"
2014,Sochi,Skating,Speed skating,NED,Men,500M,Bronze,"MULDER, Ronald"
2014,Sochi,Skating,Speed skating,NED,Men,500M,Gold,"MULDER, Michel"
2014,Sochi,Skating,Speed skating,NED,Men,500M,Silver,"SMEEKENS, Jan"
2014,Sochi,Skating,Speed skating,NED,Women,1000M,Bronze,"BOER, Margot"
2014,Sochi,Skating,Speed skating,NED,Women,1000M,Silver,"WÜST, Ireen"
2014,Sochi,Skating,Speed skating,NED,Women,1500M,Bronze,"van BEEK, Lotte"
2014,Sochi,Skating,Speed skating,NED,Women,1500M,Gold,"TER MORS, Jorien"
2014,Sochi,Skating,Speed skating,NED,Women,1500M,Silver,"WÜST, Ireen"
2014,Sochi,Skating,Speed skating,NED,Women,3000M,Gold,"WÜST, Ireen"
2014,Sochi,Skating,Speed skating,NED,Women,5000M,Bronze,"KLEIBEUKER, Carien"
2014,Sochi,Skating,Speed skating,NED,Women,5000M,Silver,"WÜST, Ireen"
2014,Sochi,Skating,Speed skating,NED,Women,500M,Bronze,"BOER, Margot"
2014,Sochi,Skating,Speed skating,POL,Men,1500M,Gold,"BRODKA, Zbigniew"
2014,Sochi,Skating,Speed skating,RUS,Women,3000M,Bronze,"GRAF, Olga"
2014,Sochi,Skating,Speed skating,RUS,Women,500M,Silver,"FATKULINA, Olga"
2014,Sochi,Skating,Speed skating,KOR,Men,Team Pursuit,Silver,KOR
2014,Sochi,Skating,Speed skating,NED,Men,Team Pursuit,Gold,NED
2014,Sochi,Skating,Speed skating,NED,Women,Team Pursuit,Gold,NED
2014,Sochi,Skating,Speed skating,POL,Men,Team Pursuit,Bronze,POL
2014,Sochi,Skating,Speed skating,POL,Women,Team Pursuit,Silver,POL
2014,Sochi,Skating,Speed skating,RUS,Women,Team Pursuit,Bronze,RUS
2014,Sochi,Skiing,Alpine Skiing,AUT,Men,Downhill,Gold,"MAYER, Matthias"
2014,Sochi,Skiing,Alpine Skiing,AUT,Men,Slalom,Gold,"MATT, Mario"
2014,Sochi,Skiing,Alpine Skiing,AUT,Men,Slalom,Silver,"HIRSCHER, Marcel"
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Giant Slalom,Silver,"FENNINGER, Anna"
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Slalom,Bronze,"ZETTEL, Kathrin"
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Slalom,Silver,"SCHILD, Marlies"
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Super Combined,Silver,"HOSP, Nicole"
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Super-G,Bronze,"HOSP, Nicole"
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Super-G,Gold,"FENNINGER, Anna"
2014,Sochi,Skiing,Alpine Skiing,CAN,Men,Super-G,Bronze,"HUDEC, Jan"
2014,Sochi,Skiing,Alpine Skiing,CRO,Men,Super Combined,Silver,"KOSTELIC, Ivica"
2014,Sochi,Skiing,Alpine Skiing,FRA,Men,Giant Slalom,Bronze,"PINTURAULT, Alexis"
2014,Sochi,Skiing,Alpine Skiing,FRA,Men,Giant Slalom,Silver,"MISSILLIER, Steve"
2014,Sochi,Skiing,Alpine Skiing,GER,Women,Giant Slalom,Bronze,"REBENSBURG, Viktoria"
2014,Sochi,Skiing,Alpine Skiing,GER,Women,Super Combined,Gold,"HOEFL-RIESCH, Maria"
2014,Sochi,Skiing,Alpine Skiing,GER,Women,Super-G,Silver,"HOEFL-RIESCH, Maria"
2014,Sochi,Skiing,Alpine Skiing,ITA,Men,Downhill,Silver,"INNERHOFER, Christof"
2014,Sochi,Skiing,Alpine Skiing,ITA,Men,Super Combined,Bronze,"INNERHOFER, Christof"
2014,Sochi,Skiing,Alpine Skiing,NOR,Men,Downhill,Bronze,"JANSRUD, Kjetil"
2014,Sochi,Skiing,Alpine Skiing,NOR,Men,Slalom,Bronze,"KRISTOFFERSEN, Henrik"
2014,Sochi,Skiing,Alpine Skiing,NOR,Men,Super-G,Gold,"JANSRUD, Kjetil"
2014,Sochi,Skiing,Alpine Skiing,SLO,Women,Downhill,Gold,"MAZE, Tina"
2014,Sochi,Skiing,Alpine Skiing,SLO,Women,Giant Slalom,Gold,"MAZE, Tina"
2014,Sochi,Skiing,Alpine Skiing,SUI,Men,Super Combined,Gold,"VILETTA, Sandro"
2014,Sochi,Skiing,Alpine Skiing,SUI,Women,Downhill,Bronze,"GUT, Lara"
2014,Sochi,Skiing,Alpine Skiing,SUI,Women,Downhill,Gold,"GISIN, Dominique"
2014,Sochi,Skiing,Alpine Skiing,USA,Men,Giant Slalom,Gold,"LIGETY, Ted"
2014,Sochi,Skiing,Alpine Skiing,USA,Men,Super-G,Bronze,"MILLER, Bode"
2014,Sochi,Skiing,Alpine Skiing,USA,Men,Super-G,Silver,"WEIBRECHT, Andrew"
2014,Sochi,Skiing,Alpine Skiing,USA,Women,Slalom,Gold,"SHIFFRIN, Mikaela"
2014,Sochi,Skiing,Alpine Skiing,USA,Women,Super Combined,Bronze,"MANCUSO, Julia"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Men,Combined 15+15K,Bronze,"SUNDBY, Martin Johnsrud"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Men,Sprint 1.5KM,Gold,"HATTESTAD, Ola Vigen"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,10KM,Bronze,"JOHAUG, Therese"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,30KM,Bronze,"STEIRA, Kristin Stoermer"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,30KM,Gold,"BJOERGEN, Marit"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,30KM,Silver,"JOHAUG, Therese"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Combined7.5+7.5,Bronze,"WENG, Heidi"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Combined7.5+7.5,Gold,"BJOERGEN, Marit"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Sprint 1.5KM,Gold,"FALLA, Maiken Caspersen"
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Sprint 1.5KM,Silver,"OESTBERG, Ingvild Flugstad"
2014,Sochi,Skiing,Cross Country Skiing,POL,Women,10KM,Gold,"KOWALCZYK, Justyna"
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,50KM,Bronze,"CHERNOUSOV, Ilia"
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,50KM,Gold,"LEGKOV, Alexander"
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,50KM,Silver,"VYLEGZHANIN, Maxim"
2014,Sochi,Skiing,Cross Country Skiing,SLO,Women,Sprint 1.5KM,Bronze,"FABJAN, Vesna"
2014,Sochi,Skiing,Cross Country Skiing,SUI,Men,15KM,Gold,"COLOGNA, Dario"
2014,Sochi,Skiing,Cross Country Skiing,SUI,Men,Combined 15+15K,Gold,"COLOGNA, Dario"
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,15KM,Bronze,"RICHARDSSON, Daniel"
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,15KM,Silver,"OLSSON, Johan"
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,Combined 15+15K,Silver,"HELLNER, Marcus"
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,Sprint 1.5KM,Bronze,"JOENSSON, Emil"
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,Sprint 1.5KM,Silver,"PETERSON, Teodor"
2014,Sochi,Skiing,Cross Country Skiing,SWE,Women,10KM,Silver,"KALLA, Charlotte"
2014,Sochi,Skiing,Cross Country Skiing,SWE,Women,Combined7.5+7.5,Silver,"KALLA, Charlotte"
2014,Sochi,Skiing,Cross Country Skiing,FIN,Men,Team Sprint,Gold,FIN
2014,Sochi,Skiing,Cross Country Skiing,FIN,Women,4X5KM Relay,Silver,FIN
2014,Sochi,Skiing,Cross Country Skiing,FIN,Women,Team Sprint,Silver,FIN
2014,Sochi,Skiing,Cross Country Skiing,FRA,Men,4X10KM Relay,Bronze,FRA
2014,Sochi,Skiing,Cross Country Skiing,GER,Women,4X5KM Relay,Bronze,GER
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Team Sprint,Gold,NOR
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,4X10KM Relay,Silver,RUS
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,Team Sprint,Silver,RUS
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Gold,SWE
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,Team Sprint,Bronze,SWE
2014,Sochi,Skiing,Cross Country Skiing,SWE,Women,4X5KM Relay,Gold,SWE
2014,Sochi,Skiing,Cross Country Skiing,SWE,Women,Team Sprint,Bronze,SWE
2014,Sochi,Skiing,Freestyle Skiing,AUS,Men,Aerials,Silver,"MORRIS, David"
2014,Sochi,Skiing,Freestyle Skiing,AUS,Women,Aerials,Bronze,"LASSILA, Lydia"
2014,Sochi,Skiing,Freestyle Skiing,BLR,Men,Aerials,Gold,"KUSHNIR, Anton"
2014,Sochi,Skiing,Freestyle Skiing,BLR,Women,Aerials,Gold,"TSUPER, Alla"
2014,Sochi,Skiing,Freestyle Skiing,CAN,Men,Moguls,Gold,"BILODEAU, Alexandre"
2014,Sochi,Skiing,Freestyle Skiing,CAN,Men,Moguls,Silver,"KINGSBURY, Mikael"
2014,Sochi,Skiing,Freestyle Skiing,CAN,Men,Ski Halfpipe,Silver,"RIDDLE, Mike"
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Moguls,Gold,"DUFOUR-LAPOINTE, Justine"
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Moguls,Silver,"DUFOUR-LAPOINTE, Chloe"
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Ski Cross,Gold,"THOMPSON, Marielle"
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Ski Cross,Silver,"SERWA, Kelsey"
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Ski Slopestyle,Bronze,"LAMARRE, Kim"
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Ski Slopestyle,Gold,"HOWELL, Dara"
2014,Sochi,Skiing,Freestyle Skiing,CHN,Men,Aerials,Bronze,"JIA, Zongyang"
2014,Sochi,Skiing,Freestyle Skiing,CHN,Women,Aerials,Silver,"XU, Mengtao"
2014,Sochi,Skiing,Freestyle Skiing,FRA,Men,Ski Cross,Bronze,"MIDOL, Jonathan"
2014,Sochi,Skiing,Freestyle Skiing,FRA,Men,Ski Cross,Gold,"CHAPUIS, Jean Frederic"
2014,Sochi,Skiing,Freestyle Skiing,FRA,Men,Ski Cross,Silver,"BOVOLENTA, Arnaud"
2014,Sochi,Skiing,Freestyle Skiing,FRA,Men,Ski Halfpipe,Bronze,"ROLLAND, Kevin"
2014,Sochi,Skiing,Freestyle Skiing,FRA,Women,Ski Halfpipe,Silver,"MARTINOD, Marie"
2014,Sochi,Skiing,Freestyle Skiing,JPN,Women,Ski Halfpipe,Bronze,"ONOZUKA, Ayana"
2014,Sochi,Skiing,Freestyle Skiing,RUS,Men,Moguls,Bronze,"SMYSHLYAEV, Alexandr"
2014,Sochi,Skiing,Freestyle Skiing,SWE,Women,Ski Cross,Bronze,"HOLMLUND, Anna"
2014,Sochi,Skiing,Freestyle Skiing,USA,Men,Ski Halfpipe,Gold,"WISE, David"
2014,Sochi,Skiing,Freestyle Skiing,USA,Men,Ski Slopestyle,Bronze,"GOEPPER, Nicholas"
2014,Sochi,Skiing,Freestyle Skiing,USA,Men,Ski Slopestyle,Gold,"CHRISTENSEN, Joss"
2014,Sochi,Skiing,Freestyle Skiing,USA,Men,Ski Slopestyle,Silver,"KENWORTHY, Gus"
2014,Sochi,Skiing,Freestyle Skiing,USA,Women,Moguls,Bronze,"KEARNEY, Hannah"
2014,Sochi,Skiing,Freestyle Skiing,USA,Women,Ski Halfpipe,Gold,"BOWMAN, Maddie"
2014,Sochi,Skiing,Freestyle Skiing,USA,Women,Ski Slopestyle,Silver,"LOGAN, Devin"
2014,Sochi,Skiing,Nordic Combined,GER,Men,Ind. K90 (70M),Gold,"FRENZEL, Eric"
2014,Sochi,Skiing,Nordic Combined,GER,Men,Sprint K120,Bronze,"RIESSLE, Fabian"
2014,Sochi,Skiing,Nordic Combined,JPN,Men,Ind. K90 (70M),Silver,"WATABE, Akito"
2014,Sochi,Skiing,Nordic Combined,NOR,Men,Ind. K90 (70M),Bronze,"KROG, Magnus"
